datetime,open,high,low,close,volume
2023-06-29,119.24000,120.06000,118.30000,119.10000,24090900
2023-06-28,117.09000,120.39000,116.85000,120.18000,27091400
2023-06-27,117.08000,119.08000,116.10000,118.33000,39535900
2023-06-26,120.76000,122.00000,118.27000,118.34000,33969900
2023-06-23,121.38000,122.79000,121.06000,122.34000,34885300
2023-06-22,120.00000,123.24000,118.83000,123.15000,26952200
2023-06-21,122.40000,122.66000,120.10000,120.55000,30306300
2023-06-20,122.93000,124.57000,122.14000,123.10000,26097500
2023-06-16,125.93000,126.11000,123.28000,123.53000,45514000
2023-06-15,123.14000,125.46000,122.40000,125.09000,35246300
2023-06-14,123.10000,124.05000,121.45000,123.67000,30592300
2023-06-13,124.98000,125.16000,123.18000,123.83000,22278300
2023-06-12,122.79000,124.05000,121.66000,123.64000,28306400
2023-06-09,122.25000,123.76000,121.91000,122.23000,23762500
2023-06-08,122.23000,123.23000,121.24000,122.14000,29389200
2023-06-07,126.97000,129.03999,122.12000,122.50000,52539000
2023-06-06,126.01000,128.28999,125.36000,127.31000,26638300
2023-06-05,124.01000,127.43000,123.84000,126.01000,32305500
2023-06-02,123.99000,126.15000,123.76000,124.67000,26963100
2023-06-01,122.82000,124.42000,122.62000,123.72000,30772700
2023-05-31,122.75000,124.06000,122.50000,122.87000,37325800
2023-05-30,125.64000,125.66000,122.00000,123.67000,35076700
2023-05-26,123.17000,125.26000,122.45000,124.61000,35635900
2023-05-25,124.52000,125.32000,121.96000,123.48000,42317000
2023-05-24,121.12000,121.91000,119.86000,120.90000,34182600
2023-05-23,124.16000,124.63000,122.21000,122.56000,34046300
2023-05-22,122.94000,126.43000,122.74000,125.05000,35253000
2023-05-19,123.55000,125.97000,122.15000,122.76000,41330300
2023-05-18,120.95000,123.31000,120.83000,122.83000,35234200
2023-05-17,119.61000,121.67000,118.89000,120.84000,33323600
2023-05-16,116.49000,120.75000,116.43000,119.51000,45035600
2023-05-15,116.11000,118.48000,116.01000,116.51000,36266800
2023-05-12,116.68000,118.03000,116.11000,117.51000,41073800
2023-05-11,115.40000,117.92000,114.41000,116.57000,78900000
2023-05-10,107.97000,112.94000,107.93000,111.75000,63153400
2023-05-09,108.39000,110.15000,107.19000,107.35000,36360100
2023-05-08,105.18000,107.96000,105.16000,107.77000,26511400
2023-05-05,104.82000,105.88000,104.11000,105.57000,26625100
2023-05-04,105.49000,105.60000,103.97000,104.69000,23419500
2023-05-03,105.53000,107.49000,104.96000,105.41000,21795400
2023-05-02,107.14000,107.20000,103.71000,105.32000,30997200
2023-05-01,106.84000,107.99000,106.82000,107.20000,26681700
2023-04-28,107.04000,107.35000,105.09000,107.34000,36139800
2023-04-27,104.45000,108.37000,103.54000,107.59000,50089200
2023-04-26,104.92000,106.35000,102.63000,103.71000,53347600
2023-04-25,105.83000,106.69000,103.84000,103.85000,46664100
2023-04-24,105.49000,106.63000,104.70000,105.97000,23542800
2023-04-21,105.47000,106.00000,104.78000,105.41000,25784600
2023-04-20,103.91000,106.25000,103.87000,105.29000,27820800
2023-04-19,103.58000,104.98000,103.07000,104.18000,20905700
2023-04-18,106.49000,106.54000,104.07000,104.50000,26596400
2023-04-17,104.66000,106.16000,104.52000,105.97000,37571200
2023-04-14,106.89000,108.94000,106.84000,108.87000,26547800
2023-04-13,105.84000,107.49000,105.84000,107.43000,24843600
2023-04-12,106.58000,106.75000,104.34000,104.64000,24370300
2023-04-11,106.55000,106.73000,104.68000,105.35000,26311800
2023-04-10,106.98000,107.59000,105.12000,106.44000,27067400
2023-04-06,105.26000,109.17000,104.33000,108.42000,48711500
2023-04-05,105.78000,106.10000,103.66000,104.47000,28290500
2023-04-04,104.33000,105.58000,104.04000,104.72000,24420100
2023-04-03,102.39000,104.53000,101.93000,104.36000,25035400
2023-03-31,101.30000,103.89000,101.04000,103.73000,36823200
2023-03-30,100.91000,101.16000,99.78000,100.89000,33086200
2023-03-29,102.28000,102.49000,100.65000,101.39000,28779600
2023-03-28,102.44000,102.45000,99.74000,101.03000,32057900
2023-03-27,104.62000,104.76000,101.93000,102.46000,31120900
2023-03-24,104.99000,105.49000,103.84000,105.44000,30411000
2023-03-23,105.06000,106.30000,104.46000,105.60000,40797800
2023-03-22,104.27000,106.59000,103.33000,103.37000,43427400
2023-03-21,101.25000,105.10000,101.22000,104.92000,42110300
2023-03-20,100.12000,101.75000,99.87000,101.22000,32960400
2023-03-17,100.26000,102.84000,100.10000,101.62000,60979700
2023-03-16,96.20000,101.19000,95.50000,100.32000,65492000
2023-03-15,93.22000,96.93000,92.64000,96.11000,50622100
2023-03-14,92.56000,94.36000,92.44000,93.97000,36050200
2023-03-13,90.09000,92.57000,89.42000,91.11000,37335600
2023-03-10,92.17000,92.79000,90.40000,90.63000,35927000
2023-03-09,94.05000,95.53000,91.90000,92.32000,28813500
2023-03-08,94.12000,95.96000,94.00000,94.25000,34103300
2023-03-07,94.98000,95.67000,93.53000,93.86000,27835500
2023-03-06,94.02000,95.97000,94.00000,95.13000,32639300
2023-03-03,92.48000,93.73000,92.45000,93.65000,35133300
2023-03-02,89.66000,92.28000,89.59000,92.00000,32204400
2023-03-01,89.98000,91.03000,89.67000,90.36000,31111200
2023-02-28,89.33000,91.23000,89.32000,90.06000,30142000
2023-02-27,89.87000,90.16000,89.34000,89.87000,27502300
2023-02-24,89.44000,89.89000,88.58000,89.13000,36585100
2023-02-23,91.92000,91.94000,89.76000,90.89000,41206400
2023-02-22,91.70000,92.11000,90.61000,91.65000,30884000
2023-02-21,93.00000,93.10000,91.72000,91.79000,33629300
2023-02-17,94.85000,95.56000,93.21000,94.35000,34246300
2023-02-16,95.37000,97.68000,94.74000,95.51000,42462600
2023-02-15,94.49000,97.12000,94.15000,96.94000,50298500
2023-02-14,94.43000,94.85000,92.26000,94.68000,54726100
2023-02-13,94.74000,95.20000,93.84000,94.61000,50076100
2023-02-10,95.45000,96.75000,94.25000,94.57000,54927500
2023-02-09,100.00000,100.03000,93.63000,95.01000,119455000
2023-02-08,102.05000,103.14000,98.04000,99.37000,94743500
2023-02-07,103.22000,108.18000,103.12000,107.64000,49010200
2023-02-06,102.40000,104.36000,101.88000,102.90000,31999600
2023-02-03,102.93000,107.81000,102.58000,104.78000,65283500
2023-02-02,105.80000,107.85000,105.61000,107.74000,69883800
2023-02-01,98.71000,101.19000,97.58000,100.43000,35531100
2023-01-31,96.87000,98.88000,96.82000,98.84000,29870700
2023-01-30,97.48000,98.29000,96.40000,96.94000,27226200
2023-01-27,97.31000,100.32000,97.31000,99.37000,33850200
2023-01-26,96.50000,97.57000,95.38000,97.52000,30114000
2023-01-25,95.57000,96.16000,93.76000,95.22000,42330000
2023-01-24,98.10000,99.61000,97.20000,97.70000,33078500
2023-01-23,97.95000,100.04000,97.50000,99.79000,40005100
2023-01-20,95.10000,98.30000,95.02000,98.02000,63037300
2023-01-19,90.72000,93.61000,90.63000,93.05000,37000400
2023-01-18,92.14000,92.80000,90.64000,91.12000,29116700
2023-01-17,92.06000,92.25000,90.05000,91.29000,32602400
2023-01-13,90.85000,92.19000,90.13000,92.12000,26309900
2023-01-12,91.48000,91.87000,89.75000,91.13000,30258100
2023-01-11,89.18000,91.60000,89.01000,91.52000,26862000
2023-01-10,85.98000,88.67000,85.83000,88.42000,30467800
2023-01-09,88.36000,90.05000,87.86000,88.02000,29003900
2023-01-06,86.79000,87.69000,84.86000,87.34000,41362500
2023-01-05,87.47000,87.57000,85.90000,86.20000,27194400
2023-01-04,90.35000,90.65000,87.27000,88.08000,34854800
2023-01-03,89.59000,91.05000,88.52000,89.12000,28131200
2022-12-30,86.98000,88.30000,86.57000,88.23000,23964900
2022-12-29,86.62000,88.85000,86.61000,88.45000,23333500
2022-12-28,86.98000,88.04000,85.94000,86.02000,19523200
2022-12-27,88.80000,88.94000,87.01000,87.39000,20097300
2022-12-23,87.11000,89.55000,87.07000,89.23000,23003000
2022-12-22,88.16000,88.54000,86.32000,87.76000,27658300
2022-12-21,89.08000,90.22000,88.32000,89.58000,24745600
2022-12-20,88.11000,89.18000,87.44000,89.02000,23453800
2022-12-19,90.26000,90.56000,88.21000,88.44000,29493000
2022-12-16,90.76000,91.33000,89.52000,90.26000,58011800
2022-12-15,93.13000,93.64000,90.01000,90.86000,40107000
2022-12-14,95.20000,96.87000,93.60000,95.07000,28733600
2022-12-13,97.76000,99.53000,95.03000,95.63000,40593700
2022-12-12,92.71000,93.56000,91.61000,93.31000,29420000
2022-12-09,93.77000,94.26000,92.75000,92.83000,28225400
2022-12-08,95.38000,95.58000,93.45000,93.71000,32213300
2022-12-07,96.41000,96.88000,94.72000,94.94000,31045400
2022-12-06,99.30000,99.78000,96.42000,96.98000,24910700
2022-12-05,99.40000,101.38000,99.00000,99.48000,24405100
2022-12-02,99.05000,100.77000,98.90000,100.44000,21480700
2022-12-01,101.02000,102.25000,100.25000,100.99000,28687100
2022-11-30,94.82000,101.04000,94.42000,100.99000,43647500
2022-11-29,95.73000,96.12000,94.11000,95.19000,20061700
2022-11-28,97.04000,97.58000,95.61000,96.05000,26237500
2022-11-25,98.24000,98.64000,97.40000,97.46000,9701400
2022-11-23,97.09000,98.76000,97.09000,98.46000,18868100
2022-11-22,95.95000,97.22000,94.05000,97.05000,23438500
2022-11-21,97.29000,98.40000,95.36000,95.60000,21647400
2022-11-18,98.77000,98.90000,96.37000,97.43000,28342300
2022-11-17,96.97000,99.28000,96.79000,98.36000,26052600
2022-11-16,97.90000,99.64000,97.64000,98.85000,29105200
2022-11-15,98.26000,100.14000,96.71000,98.44000,41640800
2022-11-14,95.09000,96.79000,94.51000,95.70000,30179500
2022-11-11,94.69000,96.93000,93.92000,96.41000,33090500
2022-11-10,92.25000,94.39000,91.61000,93.94000,51620100
2022-11-09,88.45000,89.44000,87.28000,87.32000,31769100
2022-11-08,88.90000,90.32000,87.59000,88.90000,30429000
2022-11-07,87.28000,88.90000,86.85000,88.49000,34078900
2022-11-04,85.40000,86.64000,83.71000,86.58000,51124900
2022-11-03,86.32000,86.52000,83.34000,83.43000,61288000
2022-11-02,90.94000,91.18000,86.88000,86.97000,57038300
2022-11-01,95.45000,96.03000,90.37000,90.47000,47161400
2022-10-31,95.42000,96.03000,93.98000,94.51000,31675000
2022-10-28,92.27000,96.55000,92.13000,96.29000,43697300
2022-10-27,94.52000,95.43000,91.80000,92.22000,60710900
2022-10-26,96.43000,98.31000,94.69000,94.93000,88114100
2022-10-25,102.90000,104.82000,102.72000,104.48000,40611400
2022-10-24,101.80000,102.75000,99.98000,102.52000,27176400
2022-10-21,97.85000,101.31000,97.72000,101.13000,32458700
2022-10-20,100.00000,102.32000,99.39000,99.97000,25323200
2022-10-19,100.01000,101.02000,98.92000,99.63000,23811100
2022-10-18,103.13000,103.47000,99.97000,100.77000,24060700
2022-10-17,98.86000,100.93000,98.83000,99.97000,28419200
2022-10-14,99.99000,100.69000,96.37000,96.56000,25410700
2022-10-13,95.15000,99.78000,94.38000,99.06000,34574500
2022-10-12,97.30000,98.75000,96.74000,97.56000,21876400
2022-10-11,97.43000,99.25000,96.31000,97.18000,26507100
2022-10-10,99.00000,99.10000,97.01000,97.86000,18225100
2022-10-07,99.85000,100.53000,98.30000,98.68000,27502800
2022-10-06,100.68000,102.93000,100.59000,101.42000,22324000
2022-10-05,99.83000,101.93000,98.80000,101.43000,22176900
2022-10-04,100.44000,101.84000,100.38000,101.64000,28850800
2022-10-03,96.76000,99.29000,96.52000,98.64000,27982000
2022-09-30,97.05000,98.90000,95.56000,95.65000,32941500
2022-09-29,98.64000,98.64000,95.96000,97.42000,31047200
2022-09-28,97.65000,100.70000,97.11000,100.05000,32466300
2022-09-27,99.43000,100.00000,96.87000,97.50000,30072800
2022-09-26,98.10000,99.88000,97.80000,98.17000,27072700
2022-09-23,99.63000,99.66000,97.47000,98.74000,31625400
2022-09-22,98.82000,101.24000,98.79000,100.14000,34298600
2022-09-21,101.67000,102.88000,99.27000,99.28000,31487300
2022-09-20,102.08000,102.37000,100.52000,101.14000,26517100
2022-09-19,101.75000,103.33000,101.55000,103.07000,23036800
2022-09-16,102.07000,103.13000,100.94000,102.80000,42797200
2022-09-15,104.03000,105.27000,102.35000,102.91000,34188300
2022-09-14,104.57000,105.28000,103.66000,105.00000,26395100
2022-09-13,107.80000,108.30000,104.09000,104.32000,38172900
2022-09-12,110.99000,111.62000,109.93000,110.86000,22966800
2022-09-09,109.07000,110.99000,109.02000,110.65000,23197700
2022-09-08,108.04000,109.60000,107.16000,108.38000,24238300
2022-09-07,107.06000,109.98000,106.90000,109.45000,23167000
2022-09-06,107.30000,108.03000,105.78000,106.81000,25068300
2022-09-02,110.59000,110.74000,107.26000,107.85000,24160700
2022-09-01,108.28000,110.45000,107.36000,109.74000,28360900
2022-08-31,110.65000,110.85000,108.13000,108.22000,28627000
2022-08-30,110.17000,110.50000,107.80000,108.94000,27513300
2022-08-29,109.99000,110.95000,108.80000,109.42000,21191200
2022-08-26,114.72000,115.12000,110.19000,110.34000,37245700
2022-08-25,114.24000,116.72000,114.11000,116.65000,16956800
2022-08-24,113.50000,114.78000,112.87000,113.69000,17734600
2022-08-23,113.48000,115.01000,113.43000,113.86000,15870400
2022-08-22,115.20000,115.63000,113.85000,114.24000,21456600
2022-08-19,119.06000,119.15000,116.76000,117.21000,21809500
2022-08-18,119.43000,120.82000,118.72000,120.17000,17987700
2022-08-17,120.12000,121.29000,119.38000,119.55000,22847000
2022-08-16,121.52000,122.43000,120.64000,121.70000,19041200
2022-08-15,121.13000,122.30000,120.61000,122.08000,19494800
2022-08-12,120.26000,121.68000,119.46000,121.68000,19096300
2022-08-11,121.28000,121.49000,118.56000,118.84000,24293700
2022-08-10,118.78000,120.92000,118.41000,119.70000,30930400
2022-08-09,117.14000,117.32000,115.71000,116.63000,19086500
2022-08-08,118.39000,120.15000,116.88000,117.30000,19138300
2022-08-05,116.23000,118.11000,116.00000,117.47000,19159500
2022-08-04,117.48000,118.78000,116.89000,118.19000,21602900
2022-08-03,115.71000,118.62000,115.48000,118.08000,28499000
2022-08-02,114.00000,116.35000,113.72000,115.13000,20236000
2022-08-01,115.30000,116.72000,114.34000,114.86000,26034300
2022-07-29,113.08000,116.71000,113.06000,116.32000,37223400
2022-07-28,112.37000,114.34000,111.46000,114.22000,32816600
2022-07-27,109.26000,113.91000,108.01000,113.06000,59858500
2022-07-26,106.60000,107.20000,104.07000,105.02000,47991000
2022-07-25,108.41000,109.87000,106.30000,107.51000,34690900
2022-07-22,111.00000,112.34000,106.50000,107.90000,48901200
2022-07-21,114.28000,114.55000,111.11000,114.34000,32676200
2022-07-20,113.17000,115.40000,112.48000,113.90000,35600400
2022-07-19,110.85000,114.02000,109.56000,113.81000,36530900
2022-07-18,112.64000,113.68000,108.37000,109.03000,43164600
2022-07-15,112.00050,113.14050,110.90000,111.77750,46770000
2022-07-14,110.21050,111.09300,108.37300,110.36750,37004000
2022-07-13,111.70100,114.19600,111.20150,111.35350,43722000
2022-07-12,116.21500,116.97400,113.69000,114.02050,29960000
2022-07-11,117.99800,117.99800,115.33050,115.67650,31196000
2022-07-08,117.25000,119.68500,116.90150,119.35350,38238000
2022-07-07,115.08000,119.18950,114.83350,118.78300,40936000
2022-07-06,113.30200,115.58950,111.47600,114.57200,37432000
2022-07-05,107.10050,113.37700,105.73150,113.26300,39342000
2022-07-01,107.93300,109.25000,106.73050,108.73750,35476000
2022-06-30,110.00000,110.88800,106.75000,108.96300,43170000
2022-06-29,111.55200,113.16050,110.87250,111.70150,24716000
2022-06-28,115.80250,117.30950,111.84800,112.00750,35792000
2022-06-27,118.27300,118.57950,115.17950,115.83350,36420000
2022-06-24,112.99500,118.07900,112.95250,117.97500,41164000
2022-06-23,112.23150,112.74250,110.50050,112.24200,28362000
2022-06-22,110.55650,113.34650,110.38250,111.48750,30774000
2022-06-21,108.92950,112.48950,108.60000,111.54400,47416000
2022-06-17,106.03350,108.69950,105.04600,107.14350,51376000
2022-06-16,107.22100,108.64850,105.13800,106.03350,51684000
2022-06-15,108.54500,111.42350,107.66950,109.76450,39698000
2022-06-14,106.53500,107.92450,105.80000,106.71550,33706000
2022-06-13,106.78650,108.79150,106.11900,106.39250,47252000
2022-06-10,112.44500,113.27900,110.36600,111.16150,41452000
2022-06-09,116.32750,118.29900,114.77600,114.83550,25798000
2022-06-08,116.76150,118.57050,116.60000,117.19400,26108000
2022-06-07,115.48050,117.69100,115.05200,117.14950,31590000
2022-06-06,116.70450,119.34700,116.16400,116.82050,33542000
2022-06-03,116.06250,116.32150,113.51850,114.54100,26136000
2022-06-02,114.00000,117.89950,112.94650,117.62250,37992000
2022-06-01,114.85500,117.10150,113.25000,113.89200,36606000
2022-05-31,112.74650,115.73500,112.07850,113.76200,50012000
2022-05-27,109.48300,112.31800,109.13850,112.31650,37914000
2022-05-26,105.67700,108.64950,105.22500,107.79250,37948000
2022-05-25,104.98550,106.50000,103.85650,105.80500,40258000
2022-05-24,105.77200,106.45850,101.88450,105.97000,76780000
2022-05-23,109.58750,112.14750,108.74100,111.48800,37184000
2022-05-20,111.95100,112.18350,105.79650,108.90800,48962000
2022-05-19,111.43150,113.01000,110.00000,110.38400,34144000
2022-05-18,115.00000,115.40000,111.55550,111.89950,35126000
2022-05-17,116.84050,116.90000,114.87000,116.47300,23054000
2022-05-16,114.95550,116.17000,113.88950,114.44500,25990000
2022-05-13,114.53300,117.87500,113.60500,116.05050,35038000
2022-05-12,111.37750,114.29500,109.82450,112.84400,53836000
2022-05-11,113.23650,116.36450,113.23650,113.60250,37534000
2022-05-10,115.50750,116.25000,112.90050,114.39500,39900000
2022-05-09,113.25000,115.07700,112.00050,112.51100,40802000
2022-05-06,115.18450,117.57150,114.01550,115.74650,39710000
2022-05-05,120.20400,121.03900,115.00550,116.50550,45840000
2022-05-04,117.03150,122.85450,115.11600,122.26100,49916000
2022-05-03,116.43050,118.44200,116.03450,117.33400,24968000
2022-05-02,113.40500,116.74550,112.60000,116.58300,35534000
2022-04-29,116.73450,117.92000,113.81450,114.10950,42676000
2022-04-28,116.41500,119.64950,114.11500,118.52250,48884000
2022-04-27,114.46950,117.24200,112.73650,114.29450,91820000
2022-04-26,122.29450,122.51000,118.51100,118.65000,73054000
2022-04-25,119.10100,123.27750,118.51100,123.07400,46128000
2022-04-22,125.00000,125.40200,118.92500,119.63550,56884000
2022-04-21,129.25000,130.09850,124.52650,124.81450,36446000
2022-04-20,130.89200,131.39900,127.50000,128.03999,31696000
2022-04-19,127.69150,130.33299,126.99950,130.00900,26490000
2022-04-18,127.00000,128.21249,126.18200,127.67650,20808000
2022-04-14,130.47951,130.47951,126.60100,126.73000,31598000
2022-04-13,128.00000,130.33400,127.74100,129.89400,27928000
2022-04-12,131.60001,131.60001,126.78900,127.71450,32710000
2022-04-11,131.82350,132.09250,128.66850,128.82350,36884000
2022-04-08,135.58350,135.67000,132.96550,133.28751,25142000
2022-04-07,136.00999,137.16451,134.22749,135.88850,26234000
2022-04-06,138.75000,139.36050,135.51700,136.54800,32468000
2022-04-05,142.86900,142.99049,140.38251,140.59100,21418000
2022-04-04,140.35851,143.71201,140.31050,142.97150,25942000
2022-04-01,139.50000,140.47099,138.30750,140.15050,25942000
2022-03-31,142.05299,142.10800,139.02451,139.06750,37524000
2022-03-30,142.46001,142.72050,141.60001,141.93851,19884000
2022-03-29,142.64751,143.79350,142.03850,142.50549,34318000
2022-03-28,140.90050,142.00250,139.81149,141.45551,35050000
2022-03-25,141.91600,142.03500,139.73750,141.67300,24126000
